gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup,gind,gsector,gsubind,naics,sic
120824,20191231,2019,INDL,C,D,STD,USCR,U S CONCRETE INC,USD,A,1510,151020,15,15102010,327320,3270
121077,20190930,2019,INDL,C,D,STD,FFIV,F5 NETWORKS INC,USD,A,4520,452010,45,45201020,541512,7373
121142,20191231,2019,INDL,C,D,STD,SKX,SKECHERS U S A INC,USD,A,2520,252030,25,25203020,316210,3140
121382,20191231,2019,INDL,C,D,STD,SBAC,SBA COMMUNICATIONS CORP,USD,A,6010,601010,60,60101080,531190,6798
121440,20191231,2019,INDL,C,D,STD,UTHR,UNITED THERAPEUTICS CORP,USD,A,3520,352010,35,35201010,325412,2834
121673,20191231,2019,INDL,C,D,STD,STMP,STAMPS.COM INC,USD,A,2550,255020,25,25502020,519130,7370
121713,20191231,2019,INDL,C,D,STD,FISI,FINANCIAL INSTITUTIONS INC,USD,A,4010,401010,40,40101015,522110,6020
121718,20191231,2019,INDL,C,D,STD,JNPR,JUNIPER NETWORKS INC,USD,A,4520,452010,45,45201020,334118,3576
121815,20191231,2019,INDL,C,D,STD,ECPG,ENCORE CAPITAL GROUP INC,USD,A,4020,402020,40,40202010,522298,6153
122172,20191231,2019,INDL,C,D,STD,JCOM,J2 GLOBAL INC,USD,A,4510,451030,45,45103010,519130,7370
122175,20191231,2019,INDL,C,D,STD,VHC,VIRNETX HOLDING CORP,USD,A,4510,451030,45,45103010,511210,7372
122211,20200131,2019,INDL,C,D,STD,HOFT,HOOKER FURNITURE CORP,USD,A,2520,252010,25,25201020,33712,2510
122257,20191231,2019,INDL,C,D,STD,BMRN,BIOMARIN PHARMACEUTICAL INC,USD,A,3520,352010,35,35201010,325414,2836
122380,20191231,2019,INDL,C,D,STD,LII,LENNOX INTERNATIONAL INC,USD,A,2010,201020,20,20102010,333415,3585
122394,20191231,2019,INDL,C,D,STD,PRFT,PERFICIENT INC,USD,A,4510,451020,45,45102010,541519,7370
122519,20190630,2019,INDL,C,D,STD,FLWS,1-800-FLOWERS.COM,USD,A,2550,255020,25,25502020,454110,5961
122902,20200331,2019,INDL,C,D,STD,NTCT,NETSCOUT SYSTEMS INC,USD,A,4520,452010,45,45201020,541512,7373
124036,20190630,2019,INDL,C,D,STD,EGAN,EGAIN CORP,USD,A,4510,451030,45,45103010,519130,7370
124046,20191231,2019,INDL,C,D,STD,DHC,DIVERSIFIED HEALTHCARE TRUST,USD,A,6010,601010,60,60101050,531110,6798
124434,20191231,2019,INDL,C,D,STD,BLK,BLACKROCK INC,USD,A,4020,402030,40,40203010,523920,6282
124775,20191231,2019,INDL,C,D,STD,CIR,CIRCOR INTL INC,USD,A,2010,201060,20,20106020,332911,3490
125240,20191231,2019,INDL,C,D,STD,WWE,WORLD WRESTLING ENTMT INC,USD,A,5020,502020,50,50202010,512110,7812
125580,20191231,2019,INDL,C,D,STD,SFST,SOUTHERN FIRST BANKSHARES,USD,A,4010,401010,40,40101015,522110,6020
125595,20191231,2019,INDL,C,D,STD,AKAM,AKAMAI TECHNOLOGIES INC,USD,A,4510,451020,45,45102030,519130,7370
125601,20191231,2019,INDL,C,D,STD,GAIA,GAIA INC,USD,A,5020,502020,50,50202010,519130,7370
125604,20191231,2019,INDL,C,D,STD,PLUG,PLUG POWER INC,USD,A,2010,201040,20,20104010,334413,3674
125794,20191231,2019,INDL,C,D,STD,NEO,NEOGENOMICS INC,USD,A,3520,352030,35,35203010,621511,8071
126056,20191231,2019,INDL,C,D,STD,KTOS,KRATOS DEFENSE & SECURITY,USD,A,2010,201010,20,20101010,541512,7370
126136,20191231,2019,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,A,5020,502010,50,50201030,515210,4841
126296,20191231,2019,INDL,C,D,STD,EXPE,EXPEDIA GROUP INC,USD,A,2530,253010,25,25301020,561510,4700
126318,20191231,2019,INDL,C,D,STD,IMMR,IMMERSION CORP,USD,A,4520,452020,45,45202030,511210,7372
126423,20191231,2019,INDL,C,D,STD,ONTO,ONTO INNOVATION INC,USD,A,4530,453010,45,45301010,334513,3823
126554,20191031,2019,INDL,C,D,STD,A,AGILENT TECHNOLOGIES INC,USD,A,3520,352030,35,35203010,334516,3826
126721,20191231,2019,INDL,C,D,STD,TDY,TELEDYNE TECHNOLOGIES INC,USD,A,2010,201010,20,20101010,334511,3812
127377,20191231,2019,INDL,C,D,STD,BGCP,BGC PARTNERS INC,USD,A,4020,402030,40,40203020,523120,6211
128978,20191231,2019,INDL,C,D,STD,PKG,PACKAGING CORP OF AMERICA,USD,A,1510,151030,15,15103020,322211,2650
129441,20191231,2019,INDL,C,D,STD,ZYXI,ZYNEX INC,USD,A,3510,351010,35,35101010,334510,3845
129466,20191231,2019,INDL,C,D,STD,AGEN,AGENUS INC,USD,A,3520,352010,35,35201010,325412,2834
133288,20191231,2019,INDL,C,D,STD,SLAB,SILICON LABORATORIES INC,USD,A,4530,453010,45,45301020,334413,3674
133366,20191231,2019,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,A,3510,351010,35,35101010,339113,3842
133367,20190930,2019,INDL,C,D,STD,EPC,EDGEWELL PERSONAL CARE CO,USD,A,3030,303020,30,30302010,332215,3420
133468,20191231,2019,INDL,C,D,STD,RIGL,RIGEL PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325412,2834
133504,20191231,2019,INDL,C,D,STD,LMNX,LUMINEX CORP,USD,A,3520,352030,35,35203010,325413,2835
133726,20190930,2019,INDL,C,D,STD,CCMP,CMC MATERIALS INC,USD,A,4530,453010,45,45301010,325998,2890
133766,20191231,2019,INDL,C,D,STD,HSTM,HEALTHSTREAM INC,USD,A,3510,351030,35,35103010,511210,7372
133768,20191231,2019,INDL,C,D,STD,MET,METLIFE INC,USD,A,4030,403010,40,40301020,524113,6311
133868,20191231,2019,INDL,C,D,STD,LXRX,LEXICON PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325413,2835
133869,20191231,2019,INDL,C,D,STD,LPSN,LIVEPERSON INC,USD,A,4510,451030,45,45103010,518210,7370
133871,20191231,2019,INDL,C,D,STD,SGMO,SANGAMO THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
133885,20191231,2019,INDL,C,D,STD,EXEL,EXELIXIS INC,USD,A,3520,352010,35,35201010,325414,2836
134932,20191231,2019,INDL,C,D,STD,ON,ON SEMICONDUCTOR CORP,USD,A,4530,453010,45,45301020,334413,3674
135788,20191231,2019,INDL,C,D,STD,CEVA,CEVA INC,USD,A,4530,453010,45,45301020,533110,6794
135965,20191231,2019,INDL,C,D,STD,RBBN,RIBBON COMMUNICATIONS INC,USD,A,4520,452010,45,45201020,541512,7373
135990,20191231,2019,INDL,C,D,STD,NRG,NRG ENERGY INC,USD,A,5510,551010,55,55101010,22111,4911
136186,20191231,2019,INDL,C,D,STD,INSM,INSMED INC,USD,A,3520,352010,35,35201010,325414,2836
136265,20191231,2019,INDL,C,D,STD,PACW,PACWEST BANCORP,USD,A,4010,401010,40,40101015,522110,6020
136648,20191231,2019,INDL,C,D,STD,VC,VISTEON CORP,USD,A,2510,251010,25,25101010,336320,3714
136725,20191231,2019,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,A,3510,351010,35,35101010,334510,3845
137131,20191231,2019,INDL,C,D,STD,CRL,CHARLES RIVER LABS INTL INC,USD,A,3520,352030,35,35203010,54171,8731
137310,20200131,2019,INDL,C,D,STD,MRVL,MARVELL TECHNOLOGY INC,USD,A,4530,453010,45,45301020,334413,3674
137351,20191231,2019,INDL,C,D,STD,BHLB,BERKSHIRE HILLS BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
137573,20191231,2019,INDL,C,D,STD,ENTG,ENTEGRIS INC,USD,A,4530,453010,45,45301010,333242,3559
137602,20191231,2019,INDL,C,D,STD,ACLS,AXCELIS TECHNOLOGIES INC,USD,A,4530,453010,45,45301010,333242,3559
137609,20191231,2019,INDL,C,D,STD,MAXR,MAXAR TECHNOLOGIES INC,USD,A,2010,201010,20,20101010,334220,3663
137642,20191231,2019,INDL,C,D,STD,SAVA,CASSAVA SCIENCES INC,USD,A,3520,352020,35,35202010,325412,2834
137943,20191231,2019,INDL,C,D,STD,EVC,ENTRAVISION COMMUNICATIONS,USD,A,5020,502010,50,50201020,515120,4833
138122,20191231,2019,INDL,C,D,STD,ARNA,ARENA PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325414,2836
138205,20191231,2019,INDL,C,D,STD,ILMN,ILLUMINA INC,USD,A,3520,352030,35,35203010,334516,3826
138483,20191231,2019,INDL,C,D,STD,BRKR,BRUKER CORP,USD,A,3520,352030,35,35203010,334516,3826
138707,20191231,2019,INDL,C,D,STD,SRGA,SURGALIGN HOLDINGS INC,USD,A,3510,351010,35,35101020,339113,3842
138743,20191231,2019,INDL,C,D,STD,EQIX,EQUINIX INC,USD,A,6010,601010,60,60101080,531120,6798
139025,20191231,2019,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,A,4010,401010,40,40101015,522110,6020
139665,20191231,2019,INDL,C,D,STD,MCO,MOODY'S CORP,USD,A,4020,402030,40,40203040,561450,7323
139804,20191231,2019,INDL,C,D,STD,TTMI,TTM TECHNOLOGIES INC,USD,A,4520,452030,45,45203020,334412,3672
140042,20191231,2019,INDL,C,D,STD,AWH,ASPIRA WOMENS HEALTH INC,USD,A,3510,351010,35,35101010,325413,2835
140044,20191231,2019,INDL,C,D,STD,DRRX,DURECT CORP,USD,A,3520,352020,35,35202010,325412,2834
140073,20191231,2019,INDL,C,D,STD,ITGR,INTEGER HOLDINGS CORP,USD,A,3510,351010,35,35101010,334510,3845
140541,20190630,2019,INDL,C,D,STD,TPR,TAPESTRY INC,USD,A,2520,252030,25,25203010,316992,3100
140565,20191231,2019,INDL,C,D,STD,SLCT,SELECT BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
140988,20191231,2019,INDL,C,D,STD,TNET,TRINET GROUP INC,USD,A,2020,202020,20,20202010,518210,7374
141178,20191231,2019,INDL,C,D,STD,INSG,INSEEGO CORP,USD,A,4520,452010,45,45201020,334210,3661
141277,20191231,2019,INDL,C,D,STD,EXAS,EXACT SCIENCES CORP,USD,A,3520,352010,35,35201010,541714,8731
141359,20200531,2019,INDL,C,D,STD,RGP,RESOURCES CONNECTION INC,USD,A,2020,202020,20,20202020,541211,8721
141384,20191231,2019,INDL,C,D,STD,ALGN,ALIGN TECHNOLOGY INC,USD,A,3510,351010,35,35101020,339114,3843
141459,20191231,2019,INDL,C,D,STD,GRMN,GARMIN LTD,USD,A,2520,252010,25,25201010,334511,3812
141460,20191231,2019,INDL,C,D,STD,SGEN,SEAGEN INC,USD,A,3520,352010,35,35201010,325414,2836
141469,20191231,2019,INDL,C,D,STD,HBIO,HARVARD BIOSCIENCE INC,USD,A,3520,352030,35,35203010,334516,3826
141496,20191231,2019,INDL,C,D,STD,DVAX,DYNAVAX TECHNOLOGIES CORP,USD,A,3520,352010,35,35201010,325414,2836
141846,20191231,2019,INDL,C,D,STD,ACAD,ACADIA PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325414,2836
141913,20191231,2019,INDL,C,D,STD,GPN,GLOBAL PAYMENTS INC,USD,A,4510,451020,45,45102020,518210,7374
142260,20191231,2019,INDL,C,D,STD,OIS,OIL STATES INTL INC,USD,A,1010,101010,10,10101020,333132,3533
142460,20191231,2019,INDL,C,D,STD,BTU,PEABODY ENERGY CORP,USD,A,1010,101020,10,10102050,212111,1220
142546,20191231,2019,INDL,C,D,STD,MPX,MARINE PRODUCTS CORP,USD,A,2520,252020,25,25202010,336612,3730
142814,20190630,2019,INDL,C,D,STD,SYNA,SYNAPTICS INC,USD,A,4530,453010,45,45301020,334413,3674
142953,20191231,2019,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,A,3020,302020,30,30202030,311821,2052
142956,20191231,2019,INDL,C,D,STD,OMCL,OMNICELL INC,USD,A,3510,351030,35,35103010,541512,7373
143153,20191231,2019,INDL,C,D,STD,SHBI,SHORE BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
143356,20191231,2019,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,A,4030,403010,40,40301020,524113,6311
143357,20190831,2019,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,A,4510,451020,45,45102010,541611,8742
143912,20191231,2019,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,A,2010,201010,20,20101010,332994,3480
143974,20191231,2019,INDL,C,D,STD,ADS,ALLIANCE DATA SYSTEMS CORP,USD,A,4510,451020,45,45102020,518210,7374
144009,20191231,2019,INDL,C,D,STD,WLTW,WILLIS TOWERS WATSON PLC,USD,A,4030,403010,40,40301010,524210,6411
144122,20191231,2019,INDL,C,D,STD,MVBF,MVB FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
144396,20191231,2019,INDL,C,D,STD,CCRN,CROSS COUNTRY HEALTHCARE INC,USD,A,3510,351020,35,35102015,561320,7363
144435,20191231,2019,INDL,C,D,STD,BG,BUNGE LTD,USD,A,3020,302020,30,30202010,311211,2040
144436,20191231,2019,INDL,C,D,STD,NTUS,NATUS MEDICAL INC,USD,A,3510,351010,35,35101010,334510,3845
144437,20191231,2019,INDL,C,D,STD,PDFS,PDF SOLUTIONS INC,USD,A,4530,453010,45,45301010,511210,7370
144520,20191231,2019,INDL,C,D,STD,AMN,AMN HEALTHCARE SERVICES INC,USD,A,3510,351020,35,35102015,561311,7361
144559,20191231,2019,INDL,C,D,STD,ZBH,ZIMMER BIOMET HOLDINGS INC,USD,A,3510,351010,35,35101010,339113,3842
144640,20191231,2019,INDL,C,D,STD,ABG,ASBURY AUTOMOTIVE GROUP INC,USD,A,2550,255040,25,25504050,441110,5500
144998,20191231,2019,INDL,C,D,STD,XPO,XPO LOGISTICS INC,USD,A,2030,203010,20,20301010,541614,4731
145046,20191231,2019,INDL,C,D,STD,ANTM,ANTHEM INC,USD,A,3510,351020,35,35102030,524114,6324
145049,20200131,2019,INDL,C,D,STD,GME,GAMESTOP CORP,USD,A,2550,255040,25,25504020,443142,5734
145308,20191231,2019,INDL,C,D,STD,WW,WW INTERNATIONAL INC,USD,A,2530,253020,25,25302020,812191,7200
145552,20191231,2019,INDL,C,D,STD,CNC,CENTENE CORP,USD,A,3510,351020,35,35102030,524114,6324
145701,20191231,2019,INDL,C,D,STD,PFG,PRINCIPAL FINANCIAL GRP INC,USD,A,4030,403010,40,40301020,523920,6282
145977,20191231,2019,INDL,C,D,STD,AAP,ADVANCE AUTO PARTS INC,USD,A,2550,255040,25,25504050,441310,5531
146017,20190831,2019,INDL,C,D,STD,AYI,ACUITY BRANDS INC,USD,A,2010,201040,20,20104010,335122,3640
146140,20191231,2019,INDL,C,D,STD,PDM,PIEDMONT OFFICE REALTY TRUST,USD,A,6010,601010,60,60101040,531120,6798
146171,20191231,2019,INDL,C,D,STD,MANT,MANTECH INTL CORP,USD,A,2020,202020,20,20202020,541512,7373
146607,20191231,2019,INDL,C,D,STD,WNEB,WESTERN NEW ENG BANCORP INC,USD,A,4010,401020,40,40102010,522120,6035
146616,20191231,2019,INDL,C,D,STD,CORT,CORCEPT THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325412,2834
146648,20191231,2019,INDL,C,D,STD,CUTR,CUTERA INC,USD,A,3510,351010,35,35101010,334510,3845
147204,20191231,2019,INDL,C,D,STD,CCOI,COGENT COMMUNICATIONS HLDGS,USD,A,5010,501010,50,50101010,517311,4813
147242,20200131,2019,INDL,C,D,STD,VRNT,VERINT SYSTEMS INC,USD,A,4510,451030,45,45103010,541512,7373
147305,20191231,2019,INDL,C,D,STD,JBLU,JETBLUE AIRWAYS CORP,USD,A,2030,203020,20,20302010,481111,4512
147312,20191231,2019,INDL,C,D,STD,BCBP,BCB BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
147579,20191231,2019,INDL,C,D,STD,NFLX,NETFLIX INC,USD,A,5020,502020,50,50202010,532282,7841
147708,20191031,2019,INDL,C,D,STD,CVGW,CALAVO GROWERS INC,USD,A,3020,302020,30,30202030,424480,5140
147849,20191231,2019,INDL,C,D,STD,CPSI,COMPUTER PROGRAMS & SYSTEMS,USD,A,3510,351030,35,35103010,541512,7373
147868,20191231,2019,INDL,C,D,STD,OSTK,OVERSTOCK.COM INC,USD,A,2550,255020,25,25502020,454110,5961
147988,20190930,2019,INDL,C,D,STD,ACM,AECOM,USD,A,2010,201030,20,20103010,541330,8711
148219,20191231,2019,INDL,C,D,STD,BDSI,BIODELIVERY SCIENCES INTL,USD,A,3520,352020,35,35202010,325412,2834
148223,20191231,2019,INDL,C,D,STD,GLDD,GREAT LAKES DREDGE & DOCK CP,USD,A,2010,201030,20,20103010,237990,1600
148349,20190930,2019,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,A,2010,201010,20,20101010,336413,3728
148390,20191231,2019,INDL,C,D,STD,FORM,FORMFACTOR INC,USD,A,4530,453010,45,45301010,334515,3825
148469,20191231,2019,INDL,C,D,STD,SAFT,SAFETY INSURANCE GROUP INC,USD,A,4030,403010,40,40301040,524126,6331
148470,20191231,2019,INDL,C,D,STD,RRGB,RED ROBIN GOURMET BURGERS,USD,A,2530,253010,25,25301040,722511,5812
148950,20191231,2019,INDL,C,D,STD,NPO,ENPRO INDUSTRIES INC,USD,A,2010,201060,20,20106020,339991,3050
149070,20191231,2019,INDL,C,D,STD,CME,CME GROUP INC,USD,A,4020,402030,40,40203040,523210,6200
149082,20191231,2019,INDL,C,D,STD,WHG,WESTWOOD HOLDINGS GROUP INC,USD,A,4020,402030,40,40203010,523920,6282
149177,20191231,2019,INDL,C,D,STD,NXST,NEXSTAR MEDIA GROUP,USD,A,5020,502010,50,50201020,515120,4833
149318,20191231,2019,INDL,C,D,STD,WYNN,WYNN RESORTS LTD,USD,A,2530,253010,25,25301010,721120,7990
149337,20191231,2019,INDL,C,D,STD,NDAQ,NASDAQ INC,USD,A,4020,402030,40,40203040,523210,6200
149618,20191231,2019,INDL,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,A,4010,401010,40,40101015,522110,6020
149738,20191231,2019,INDL,C,D,STD,CIT,CIT GROUP INC,USD,A,4010,401010,40,40101015,522110,6020
150139,20200131,2019,INDL,C,D,STD,DKS,DICKS SPORTING GOODS INC,USD,A,2550,255040,25,25504040,451110,5940
150221,20191231,2019,INDL,C,D,STD,GALT,GALECTIN THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325412,2834
150278,20191231,2019,INDL,C,D,STD,CRI,CARTER'S INC,USD,A,2520,252030,25,25203010,315,2300
150279,20191231,2019,INDL,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,A,4010,401020,40,40102010,522120,6036
150306,20191231,2019,INDL,C,D,STD,TCBI,TEXAS CAPITAL BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
150477,20191231,2019,INDL,C,D,STD,PRAA,PRA GROUP INC,USD,A,4020,402020,40,40202010,522298,6153
150481,20191231,2019,INDL,C,D,STD,SAIA,SAIA INC,USD,A,2030,203040,20,20304020,484122,4213
150699,20191231,2019,INDL,C,D,STD,XEC,CIMAREX ENERGY CO,USD,A,1010,101020,10,10102020,2111,1311
150761,20191231,2019,INDL,C,D,STD,OTRK,ONTRAK INC,USD,A,3510,351020,35,35102015,622210,8060
150803,20191231,2019,INDL,C,D,STD,BFC,BANK FIRST CORP,USD,A,4010,401010,40,40101015,522110,6020
151544,20191231,2019,INDL,C,D,STD,PKBK,PARKE BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
151630,20191231,2019,INDL,C,D,STD,HALO,HALOZYME THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
152049,20191231,2019,INDL,C,D,STD,FBMS,FIRST BANCSHARES INC/MS,USD,A,4010,401010,40,40101015,522110,6020
152149,20191231,2019,INDL,C,D,STD,MOH,MOLINA HEALTHCARE INC,USD,A,3510,351020,35,35102030,524114,6324
153130,20191231,2019,INDL,C,D,STD,AXS,AXIS CAPITAL HOLDINGS LTD,USD,A,4030,403010,40,40301040,524130,6331
153957,20191231,2019,INDL,C,D,STD,BCLI,BRAINSTORM CELL THERAPEUTICS,USD,A,3520,352010,35,35201010,325414,2836
154039,20191231,2019,INDL,C,D,STD,NTGR,NETGEAR INC,USD,A,4520,452010,45,45201020,334220,3663
154739,20191231,2019,INDL,C,D,STD,GOOD,GLADSTONE COMMERCIAL CORP,USD,A,6010,601010,60,60101010,531120,6798
154758,20191231,2019,INDL,C,D,STD,MODV,MODIVCARE INC,USD,A,3510,351020,35,35102015,485991,4100
155280,20191231,2019,INDL,C,D,STD,ATSG,AIR TRANSPORT SERVICES GROUP,USD,A,2030,203010,20,20301010,481112,4512
155393,20191231,2019,INDL,C,D,STD,WLL,WHITING PETROLEUM CORP,USD,A,1010,101020,10,10102020,211120,1311
155394,20191231,2019,INDL,C,D,STD,LKQ,LKQ CORP,USD,A,2550,255010,25,25501010,423140,5010
155738,20191231,2019,INDL,C,D,STD,NNI,NELNET INC,USD,A,4020,402020,40,40202010,522291,6141
156153,20191231,2019,INDL,C,D,STD,XPER,XPERI HOLDING CORP,USD,A,4510,451030,45,45103020,334413,3674
156155,20191130,2019,INDL,C,D,STD,SNX,SYNNEX CORP,USD,A,4520,452030,45,45203030,423430,5045
156157,20191231,2019,INDL,C,D,STD,MRLN,MARLIN BUSINESS SERVICES INC,USD,A,4020,402010,40,40201040,522220,6172
156383,20191231,2019,INDL,C,D,STD,AEL,AMERICAN EQTY INVT LIFE HLDG,USD,A,4030,403010,40,40301020,524113,6311
156578,20191231,2019,INDL,C,D,STD,ADES,ADVANCED EMISSIONS SOLUTIONS,USD,A,1510,151010,15,15101050,333249,3559
156614,20200131,2019,INDL,C,D,STD,CONN,CONN'S INC,USD,A,2550,255040,25,25504020,443142,5731
156861,20191231,2019,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,A,2520,252010,25,25201020,337910,2510
156953,20191231,2019,INDL,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,A,4010,401010,40,40101015,522110,6199
157057,20191231,2019,INDL,C,D,STD,AIZ,ASSURANT INC,USD,A,4030,403010,40,40301030,524126,6351
157153,20191231,2019,INDL,C,D,STD,CMP,COMPASS MINERALS INTL INC,USD,A,1510,151040,15,15104020,212393,1400
157354,20191231,2019,INDL,C,D,STD,KRO,KRONOS WORLDWIDE INC,USD,A,1510,151010,15,15101010,325130,2810
157373,20191231,2019,INDL,C,D,STD,VST,VISTRA CORP,USD,A,5510,551050,55,55105010,2211,4911
157498,20191231,2019,INDL,C,D,STD,PCB,PCB BANCORP,USD,A,4010,401010,40,40101015,522110,6020
157679,20191231,2019,INDL,C,D,STD,SRC,SPIRIT REALTY CAPITAL INC,USD,A,6010,601010,60,60101070,531120,6798
157855,20200131,2019,INDL,C,D,STD,CRM,SALESFORCE.COM INC,USD,A,4510,451030,45,45103010,511210,7372
157865,20190630,2019,INDL,C,D,STD,MEIP,MEI PHARMA INC,USD,A,3520,352010,35,35201010,325412,2834
157955,20191231,2019,INDL,C,D,STD,AGO,ASSURED GUARANTY LTD,USD,A,4030,403010,40,40301040,524126,6351
158053,20191231,2019,INDL,C,D,STD,NYMT,NEW YORK MORTGAGE TRUST INC,USD,A,4020,402040,40,40204010,525990,6798
158354,20191231,2019,INDL,C,D,STD,GNW,GENWORTH FINANCIAL INC,USD,A,4030,403010,40,40301020,524113,6311
158563,20191231,2019,INDL,C,D,STD,CYTK,CYTOKINETICS INC,USD,A,3520,352010,35,35201010,325412,2834
158587,20191231,2019,INDL,C,D,STD,TBBK,BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
158737,20191231,2019,INDL,C,D,STD,SP,SP PLUS CORP,USD,A,2020,202010,20,20201050,812930,7500
158742,20191231,2019,INDL,C,D,STD,MKTX,MARKETAXESS HOLDINGS INC,USD,A,4020,402030,40,40203040,523210,6200
158743,20191231,2019,INDL,C,D,STD,BGS,B&G FOODS INC,USD,A,3020,302020,30,30202030,311421,2033
160173,20191231,2019,INDL,C,D,STD,ABR,ARBOR REALTY TRUST INC,USD,A,4020,402040,40,40204010,525990,6798
160211,20191231,2019,INDL,C,D,STD,DPZ,DOMINO'S PIZZA INC,USD,A,2530,253010,25,25301040,722511,5812
160225,20191231,2019,INDL,C,D,STD,MA,MASTERCARD INC,USD,A,4510,451020,45,45102020,522320,6099
160329,20191231,2019,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,A,5020,502030,50,50203010,518210,7370
160340,20191231,2019,INDL,C,D,STD,MNKD,MANNKIND CORP,USD,A,3520,352010,35,35201010,325414,2836
160341,20191231,2019,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,A,1010,101020,10,10102020,211120,1311
160373,20191231,2019,INDL,C,D,STD,MORN,MORNINGSTAR INC,USD,A,4020,402030,40,40203040,519130,7370
160375,20191231,2019,INDL,C,D,STD,STXS,STEREOTAXIS INC,USD,A,3510,351010,35,35101010,334510,3845
160376,20191231,2019,INDL,C,D,STD,TXRH,TEXAS ROADHOUSE INC,USD,A,2530,253010,25,25301040,722511,5812
160423,20191231,2019,INDL,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,A,4010,401010,40,40101015,522110,6020
160479,20191231,2019,INDL,C,D,STD,EXR,EXTRA SPACE STORAGE INC,USD,A,6010,601010,60,60101080,531130,6798
160598,20190930,2019,INDL,C,D,STD,BECN,BEACON ROOFING SUPPLY INC,USD,A,2010,201070,20,20107010,423330,5030
160621,20191231,2019,INDL,C,D,STD,SFL,SFL CORP LTD,USD,A,1010,101020,10,10102040,483111,4412
160668,20191231,2019,INDL,C,D,STD,INVA,INNOVIVA INC,USD,A,3520,352020,35,35202010,325412,2834
160681,20191231,2019,INDL,C,D,STD,HY,HYSTER-YALE MATERIALS HNDLNG,USD,A,2010,201060,20,20106020,333924,3537
160684,20191231,2019,INDL,C,D,STD,WLK,WESTLAKE CHEMICAL CORP,USD,A,1510,151010,15,15101010,325199,2860
160706,20191231,2019,INDL,C,D,STD,DRH,DIAMONDROCK HOSPITALITY CO,USD,A,6010,601010,60,60101030,531120,6798
160770,20191231,2019,INDL,C,D,STD,MRTX,MIRATI THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
160776,20191231,2019,INDL,C,D,STD,SBNY,SIGNATURE BANK/NY,USD,A,4010,401010,40,40101015,522110,6020
160785,20191231,2019,INDL,C,D,STD,VVI,VIAD CORP,USD,A,2020,202010,20,20201070,561920,7389
160888,20191231,2019,INDL,C,D,STD,MPWR,MONOLITHIC POWER SYSTEMS INC,USD,A,4530,453010,45,45301020,334413,3674
160893,20200331,2019,INDL,C,D,STD,ENS,ENERSYS,USD,A,2010,201040,20,20104010,335911,3690
160913,20191231,2019,INDL,C,D,STD,ORA,ORMAT TECHNOLOGIES INC,USD,A,5510,551050,55,55105020,2211,4911
160990,20191231,2019,INDL,C,D,STD,CUBE,CUBESMART,USD,A,6010,601010,60,60101080,531130,6798
160991,20191231,2019,INDL,C,D,STD,DLR,DIGITAL REALTY TRUST INC,USD,A,6010,601010,60,60101080,531120,6798
161023,20191231,2019,INDL,C,D,STD,BCML,BAYCOM CORP,USD,A,4010,401010,40,40101015,522110,6020
161048,20191231,2019,INDL,C,D,STD,ACC,AMERICAN CAMPUS COMMUNITIES,USD,A,6010,601010,60,60101060,531110,6798
161120,20191231,2019,INDL,C,D,STD,MIC,MACQUARIE INFRASTRUCTURE CP,USD,A,2030,203050,20,20305010,488119,4581
