gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,revt,sale,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
024344,20161231,2016,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2896.7870,1702.1770,1702.1770,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20171231,2017,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,3546.0140,2488.6520,2488.6520,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20181231,2018,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,6245.8980,3047.5970,3047.5970,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20191231,2019,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,8318.4650,4162.8210,4162.8210,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20201231,2020,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,11751.8080,6205.6830,6205.6830,0000875320,A,3520,352010,35,35201010,325412,2834
024468,20101231,2010,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,8092.4930,4716.4230,4716.4230,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20111231,2011,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,9049.6040,5048.6340,5048.6340,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20121231,2012,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,10130.1180,5516.4610,5516.4610,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20131231,2013,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,11863.3350,6932.1990,6932.1990,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20141231,2014,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,14316.5590,9703.3240,9703.3240,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20151231,2015,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,19504.8000,10763.8000,10763.8000,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20161231,2016,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,22876.8000,11448.8000,11448.8000,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20171231,2017,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,23652.6000,12273.9000,12273.9000,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20181231,2018,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,25288.9000,13452.9000,13452.9000,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20191231,2019,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,27234.3000,14377.9000,14377.9000,0000875045,A,3520,352010,35,35201010,325414,2836
024468,20201231,2020,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,24618.9000,13444.6000,13444.6000,0000875045,A,3520,352010,35,35201010,325414,2836
024616,20111231,2011,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,,,,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20121231,2012,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,,,,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20131231,2013,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,19160.0000,6727.0000,6727.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20141231,2014,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,21917.0000,8025.0000,8025.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20151231,2015,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,28881.0000,9248.0000,9248.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20161231,2016,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,33103.0000,10842.0000,10842.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20171231,2017,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,40774.0000,13055.0000,13055.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20181231,2018,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,43332.0000,15451.0000,15451.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20191231,2019,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,51333.0000,17772.0000,17772.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024616,20201231,2020,INDL,C,D,STD,PYPL,70450Y103,PAYPAL HOLDINGS INC,USD,12,70379.0000,21454.0000,21454.0000,0001633917,A,4510,451020,45,45102020,518210,7374
024800,20100930,2010,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,30572.0000,10991.0000,10991.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20110930,2011,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,36422.0000,14556.0000,14556.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20120930,2012,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,43012.0000,19121.0000,19121.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20130930,2013,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,45516.0000,24866.0000,24866.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20140930,2014,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,48574.0000,26487.0000,26487.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20150930,2015,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,50796.0000,25281.0000,25281.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20160930,2016,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,52359.0000,23554.0000,23554.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20170930,2017,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,65486.0000,23231.0000,23231.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20180930,2018,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,32686.0000,22732.0000,22732.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20190930,2019,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,32957.0000,19550.0000,19550.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024800,20200930,2020,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,35594.0000,21731.0000,21731.0000,0000804328,A,4530,453010,45,45301020,334413,3674
024856,20101231,2010,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,11592.6300,7949.4200,7949.4200,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20111231,2011,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,17303.1340,8385.3850,8385.3850,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20121231,2012,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,21239.8380,9702.5170,9702.5170,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20131231,2013,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,22496.7850,11201.6880,11201.6880,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20141231,2014,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,34664.0000,24890.0000,24890.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20151231,2015,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,51839.0000,32639.0000,32639.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20161231,2016,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,56977.0000,30390.0000,30390.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20171231,2017,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,70283.0000,26107.0000,26107.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20181231,2018,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,63675.0000,22127.0000,22127.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20191231,2019,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,61627.0000,22449.0000,22449.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024856,20201231,2020,INDL,C,D,STD,GILD,375558103,GILEAD SCIENCES INC,USD,12,68407.0000,24689.0000,24689.0000,0000882095,A,3520,352010,35,35201010,325414,2836
024975,20101031,2010,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,3286.5410,1380.6610,1380.6610,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20111031,2011,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,3367.3340,1535.6430,1535.6430,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20121031,2012,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,4147.6560,1756.0170,1756.0170,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20131031,2013,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,4358.9350,1962.2140,1962.2140,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20141031,2014,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,4775.4990,2057.4720,2057.4720,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20151031,2015,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,5045.7390,2242.2110,2242.2110,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20161031,2016,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,5240.3650,2422.5320,2422.5320,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20171031,2017,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,5396.4140,2724.8800,2724.8800,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20181031,2018,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,6145.9740,3121.0580,3121.0580,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20191031,2019,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,6405.1600,3360.6940,3360.6940,0000883241,A,4510,451030,45,45103010,511210,7372
024975,20201031,2020,INDL,C,D,STD,SNPS,871607107,SYNOPSYS INC,USD,10,8030.0620,3685.2810,3685.2810,0000883241,A,4510,451030,45,45103010,511210,7372
025434,20100930,2010,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,6385.9000,10707.4000,10707.4000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20110930,2011,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,7360.4000,11700.4000,11700.4000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20120930,2012,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,8219.2000,13299.5000,13299.5000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20130930,2013,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,11516.7000,14892.2000,14892.2000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20140930,2014,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,10752.9000,16447.8000,16447.8000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20150930,2015,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,12446.1000,19162.7000,19162.7000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20160930,2016,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,14329.5000,21315.9000,21315.9000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20170930,2017,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,14365.6000,22386.8000,22386.8000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20180930,2018,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,24156.4000,24719.5000,24719.5000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20190930,2019,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,19219.6000,26508.6000,26508.6000,0000829224,A,2530,253010,25,25301040,722513,5812
025434,20200930,2020,INDL,C,D,STD,SBUX,855244109,STARBUCKS CORP,USD,9,29374.5000,23518.0000,23518.0000,0000829224,A,2530,253010,25,25301040,722513,5812
026061,20101231,2010,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,3439.5540,1636.8150,1636.8150,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20111231,2011,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,3409.8650,2059.4440,2059.4440,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20121231,2012,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,3805.8280,2800.9330,2800.9330,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20131231,2013,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,4234.6840,3022.9870,3022.9870,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20141231,2014,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,4274.8780,3109.5470,3109.5470,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20151231,2015,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,5209.9500,3230.9330,3230.9330,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20161231,2016,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,4645.8730,3139.8820,3139.8820,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20171231,2017,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,5867.8100,3307.2390,3307.2390,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20181231,2018,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,6874.5850,4262.8920,4262.8920,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20191231,2019,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,8332.8250,4757.0550,4757.0550,0000891103,A,5020,502030,50,50203010,519130,7370
026061,20201231,2020,INDL,C,D,STD,MTCH,57667L107,MATCH GROUP INC,USD,12,2976.9800,2391.2690,2391.2690,0000891103,A,5020,502030,50,50203010,519130,7370
026494,20130630,2013,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,,,,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20140630,2014,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,262.0380,215.1090,215.1090,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20150630,2015,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,397.1610,319.5210,319.5210,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20160630,2016,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,990.9730,457.0580,457.0580,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20170630,2017,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,1283.8580,619.9360,619.9360,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20180630,2018,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,2424.5140,873.9500,873.9500,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20190630,2019,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,2977.2580,1210.1270,1210.1270,0001650372,A,4510,451030,45,45103010,519130,7370
026494,20200630,2020,INDL,C,D,STD,TEAM,G06242104,ATLASSIAN CORP PLC,USD,6,3894.0720,1614.1730,1614.1730,0001650372,A,4510,451030,45,45103010,519130,7370
027928,20100731,2010,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,5198.0000,3455.0000,3455.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20110731,2011,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,5110.0000,3851.0000,3851.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20120731,2012,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,4684.0000,4151.0000,4151.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20130731,2013,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,5486.0000,4171.0000,4171.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20140731,2014,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,5201.0000,4506.0000,4506.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20150731,2015,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,4968.0000,4192.0000,4192.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20160731,2016,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,4250.0000,4694.0000,4694.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20170731,2017,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,4068.0000,5177.0000,5177.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20180731,2018,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,5178.0000,5964.0000,5964.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20190731,2019,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,6283.0000,6784.0000,6784.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027928,20200731,2020,INDL,C,D,STD,INTU,461202103,INTUIT INC,USD,7,10931.0000,7649.0000,7649.0000,0000896878,A,4510,451030,45,45103010,511210,7372
027965,20110331,2010,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,2968.0580,1487.2050,1487.2050,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20120331,2011,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,3083.7760,1383.1760,1383.1760,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20130331,2012,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,3851.4050,1581.6230,1581.6230,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20140331,2013,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,4067.6300,1931.2170,1931.2170,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20150331,2014,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,4780.7130,2147.0360,2147.0360,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20160331,2015,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,5567.5150,2173.3340,2173.3340,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20170331,2016,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,7686.8810,3407.8070,3407.8070,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20180331,2017,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,8257.2000,3980.8000,3980.8000,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20190331,2018,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,18350.0000,5349.5000,5349.5000,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20200331,2019,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,17426.1000,5274.2000,5274.2000,0000827054,A,4530,453010,45,45301020,334413,3674
027965,20210331,2020,INDL,C,D,STD,MCHP,595017104,MICROCHIP TECHNOLOGY INC,USD,3,16478.8000,5438.4000,5438.4000,0000827054,A,4530,453010,45,45301020,334413,3674
028180,20101231,2010,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,5047.8270,5397.5250,5397.5250,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20111231,2011,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,5500.5010,5788.8160,5788.8160,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20121231,2012,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,5749.1870,6182.1840,6182.1840,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20131231,2013,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,6067.2080,6649.2370,6649.2370,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20141231,2014,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,6540.3010,7216.0810,7216.0810,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20151231,2015,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,6676.6840,7966.6740,7966.6740,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20161231,2016,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,7204.1890,8593.0960,8593.0960,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20171231,2017,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,7571.8850,8977.7260,8977.7260,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20181231,2018,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,7980.7890,9536.4280,9536.4280,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20191231,2019,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,10717.1600,10149.9850,10149.9850,0000898173,A,2550,255040,25,25504050,441310,5531
028180,20201231,2020,INDL,C,D,STD,ORLY,67103H107,O'REILLY AUTOMOTIVE INC,USD,12,11596.6420,11604.4930,11604.4930,0000898173,A,2550,255040,25,25504050,441310,5531
028320,20101231,2010,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,5943.8000,8801.2000,8801.2000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20111231,2011,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,5949.6000,9602.4000,9602.4000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20121231,2012,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,5720.0000,10128.2000,10128.2000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20131231,2013,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,5924.6000,10768.6000,10768.6000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20141231,2014,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,6099.9000,12074.5000,12074.5000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20151231,2015,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,6755.3000,12988.7000,12988.7000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20161231,2016,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,6948.4000,13981.9000,13981.9000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20171231,2017,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,6956.6000,15191.5000,15191.5000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20181231,2018,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,7167.7000,16240.5000,16240.5000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20191231,2019,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,7999.4000,18032.4000,18032.4000,0001402057,A,4520,452030,45,45203030,423430,5045
028320,20201231,2020,INDL,C,D,STD,CDW,12514G108,CDW CORP,USD,12,9344.7000,18467.5000,18467.5000,0001402057,A,4520,452030,45,45203030,423430,5045
028877,20100930,2010,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,1370.5740,1356.7750,1356.7750,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20110930,2011,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,3197.8870,2650.8990,2650.8990,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20120930,2012,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,3615.7890,3859.1980,3859.1980,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20130930,2013,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,3761.5480,4358.1000,4358.1000,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20140930,2014,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,4797.3070,4707.6800,4707.6800,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20150930,2015,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,4001.5770,4520.0310,4520.0310,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20160930,2016,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,,,,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20170930,2017,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,9,,,,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20181231,2018,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,12,48918.0000,7446.0000,7446.0000,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20191231,2019,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,12,49518.0000,11120.0000,11120.0000,0001418135,A,3020,302010,30,30201030,311920,2090
028877,20201231,2020,INDL,C,D,STD,KDP,49271V100,KEURIG DR PEPPER INC,USD,12,49779.0000,11618.0000,11618.0000,0001418135,A,3020,302010,30,30201030,311920,2090
028930,20101231,2010,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,8983.0000,11691.0000,11691.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20111231,2011,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,5910.0000,12317.0000,12317.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20121231,2012,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,6342.0000,11814.0000,11814.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20131231,2013,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,6794.0000,12784.0000,12784.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20141231,2014,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,6865.0000,13796.0000,13796.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20151231,2015,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,6082.0000,14486.0000,14486.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20161231,2016,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,24140.0000,17072.0000,17072.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20171231,2017,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,23948.0000,22891.0000,22891.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028930,20181231,2018,INDL,C,D,STD,MAR,571903202,MARRIOTT INTL INC,USD,12,23696.0000,20758.0000,20758.0000,0001048286,A,2530,253010,25,25301020,721110,7011
